map,total_reward,total_time_steps
map1.txt,29.58999999999999,1000
map2.txt,29.349999999999973,1000
map3.txt,29.42999999999999,1000
map4.txt,20.169999999999984,1000
map5.txt,-1.1200000000000003,1000
