episode,total_reward,total_time_steps,num_agents,n_packages,max_steps,map,lr_actor,lr_critic
422,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
423,-0.12,100,5,20,1000,map1.txt,0.0001,0.001
424,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
425,-0.18000000000000002,100,5,20,1000,map1.txt,0.0001,0.001
426,-0.09999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
427,-0.09999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
428,-0.19,100,5,20,1000,map1.txt,0.0001,0.001
429,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
430,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
431,-0.06,100,5,20,1000,map1.txt,0.0001,0.001
432,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
433,-0.13,100,5,20,1000,map1.txt,0.0001,0.001
434,-0.05,100,5,20,1000,map1.txt,0.0001,0.001
435,-0.05,100,5,20,1000,map1.txt,0.0001,0.001
436,-0.05,100,5,20,1000,map1.txt,0.0001,0.001
437,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
438,-0.16999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
439,-0.1,100,5,20,1000,map1.txt,0.0001,0.001
440,-0.10999999999999997,100,5,20,1000,map1.txt,0.0001,0.001
441,-0.07,100,5,20,1000,map1.txt,0.0001,0.001
442,-0.07,100,5,20,1000,map1.txt,0.0001,0.001
443,-0.09999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
444,-0.10999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
445,-0.11999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
446,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
447,-0.11999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
448,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
449,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
450,-0.07999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
451,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
452,-0.02,100,5,20,1000,map1.txt,0.0001,0.001
453,-0.06999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
454,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
455,-0.11999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
456,-0.1,100,5,20,1000,map1.txt,0.0001,0.001
457,-0.18000000000000002,100,5,20,1000,map1.txt,0.0001,0.001
458,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
459,-0.11,100,5,20,1000,map1.txt,0.0001,0.001
460,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
461,-0.06999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
462,-0.15000000000000002,100,5,20,1000,map1.txt,0.0001,0.001
463,-0.060000000000000005,100,5,20,1000,map1.txt,0.0001,0.001
464,-0.02,100,5,20,1000,map1.txt,0.0001,0.001
465,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
466,-0.09999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
467,-0.14,100,5,20,1000,map1.txt,0.0001,0.001
468,-0.07,100,5,20,1000,map1.txt,0.0001,0.001
469,-0.06999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
470,-0.06999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
471,-0.06999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
472,-0.08,100,5,20,1000,map1.txt,0.0001,0.001
473,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
474,-0.060000000000000005,100,5,20,1000,map1.txt,0.0001,0.001
475,-0.05,100,5,20,1000,map1.txt,0.0001,0.001
476,-0.09999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
477,-0.05,100,5,20,1000,map1.txt,0.0001,0.001
478,-0.10999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
479,-0.11,100,5,20,1000,map1.txt,0.0001,0.001
480,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
481,-0.06999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
482,-0.12,100,5,20,1000,map1.txt,0.0001,0.001
483,-0.07999999999999999,100,5,20,1000,map1.txt,0.0001,0.001
484,-0.11,100,5,20,1000,map1.txt,0.0001,0.001
485,-0.02,100,5,20,1000,map1.txt,0.0001,0.001
486,-0.1,100,5,20,1000,map1.txt,0.0001,0.001
487,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
488,-0.11999999999999998,100,5,20,1000,map1.txt,0.0001,0.001
489,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
490,-0.11,100,5,20,1000,map1.txt,0.0001,0.001
491,-0.16,100,5,20,1000,map1.txt,0.0001,0.001
492,-0.03,100,5,20,1000,map1.txt,0.0001,0.001
493,-0.11,100,5,20,1000,map1.txt,0.0001,0.001
494,-0.060000000000000005,100,5,20,1000,map1.txt,0.0001,0.001
495,-0.09,100,5,20,1000,map1.txt,0.0001,0.001
496,-0.07,100,5,20,1000,map1.txt,0.0001,0.001
497,-0.13,100,5,20,1000,map1.txt,0.0001,0.001
498,-0.05,100,5,20,1000,map1.txt,0.0001,0.001
499,-0.04,100,5,20,1000,map1.txt,0.0001,0.001
500,-0.16,100,5,20,1000,map1.txt,0.0001,0.001
